0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.380000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.149999999999999858e+02
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.380000000000000000e+02
3.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.139999999999999858e+02
4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.680000000000000000e+02
5.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,1.129999999999999858e+02
6.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.260000000000000000e+02
7.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.050000000000000000e+02
8.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,2.250000000000000000e+02
9.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,1.040000000000000000e+02
1.000000000000000000e+01,5.000000000000000000e+00,1.100000000000000000e+01,1.090000000000000142e+02
1.100000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,1.149999999999999858e+02
1.200000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,1.891199999999999903e+01
1.300000000000000000e+01,6.000000000000000000e+00,1.200000000000000000e+01,3.600000000000000000e+01
1.400000000000000000e+01,7.000000000000000000e+00,1.000000000000000000e+00,1.139999999999999858e+02
1.500000000000000000e+01,7.000000000000000000e+00,8.000000000000000000e+00,1.891199999999999903e+01
1.600000000000000000e+01,7.000000000000000000e+00,1.300000000000000000e+01,3.900000000000000000e+01
1.700000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00,1.129999999999999858e+02
1.800000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,2.285199999999999676e+01
1.900000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,3.800000000000000000e+01
2.000000000000000000e+01,9.000000000000000000e+00,3.000000000000000000e+00,1.050000000000000000e+02
2.100000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,1.694200000000000017e+01
2.200000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+01,4.800000000000000000e+01
2.300000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,1.040000000000000000e+02
2.400000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,3.033799999999999741e+01
2.500000000000000000e+01,1.000000000000000000e+01,1.600000000000000000e+01,5.000000000000000000e+01
2.600000000000000000e+01,1.100000000000000000e+01,5.000000000000000000e+00,1.090000000000000142e+02
2.700000000000000000e+01,1.100000000000000000e+01,1.700000000000000000e+01,4.700000000000000000e+01
2.800000000000000000e+01,1.200000000000000000e+01,6.000000000000000000e+00,3.600000000000000000e+01
2.900000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.380000000000000000e+02
3.000000000000000000e+01,1.300000000000000000e+01,7.000000000000000000e+00,3.900000000000000000e+01
3.100000000000000000e+01,1.300000000000000000e+01,1.400000000000000000e+01,1.380000000000000000e+02
3.200000000000000000e+01,1.400000000000000000e+01,8.000000000000000000e+00,3.800000000000000000e+01
3.300000000000000000e+01,1.400000000000000000e+01,1.500000000000000000e+01,1.680000000000000000e+02
3.400000000000000000e+01,1.500000000000000000e+01,9.000000000000000000e+00,4.800000000000000000e+01
3.500000000000000000e+01,1.500000000000000000e+01,1.600000000000000000e+01,1.250000000000000000e+02
3.600000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+01
3.700000000000000000e+01,1.600000000000000000e+01,1.700000000000000000e+01,2.220000000000000284e+02
3.800000000000000000e+01,1.700000000000000000e+01,1.100000000000000000e+01,4.700000000000000000e+01
3.900000000000000000e+01,1.100000000000000000e+01,1.900000000000000000e+01,8.668000000000001037e+00
4.000000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+00,1.142599999999999838e+01
